Sourceid,Title,SJR,field,octile
12020,"Anxiety, Stress and Coping",0.894,12,8
12024,Applied Cognitive Psychology,0.884,12,8
12029,Applied Psychology,1.406,12,8
12059,Memory,0.925,12,8
12061,Memory and Cognition,1.379,12,8
12102,Behavior Modification,0.877,12,8
12125,Behaviour and Information Technology,0.676,12,8
12163,Brain and Cognition,1.308,12,8
12164,Brain and Language,1.472,12,8
12711,Multivariate Behavioral Research,2.401,12,8
12740,New Ideas in Psychology,0.593,12,8
12773,British Journal of Mathematical and Statistical Psychology,3.074,12,8
12824,Philosophical Psychology,0.707,12,8
12853,Communication Monographs,1.341,12,8
12857,Cognition,2.455,12,8
12858,Cognition and Emotion,1.314,12,8
12936,Journal of the Acoustical Society of America,0.695,12,8
12996,IEEE Signal Processing Magazine,1.747,12,8
13401,Consciousness and Cognition,1.238,12,8
13422,Psychoanalytic Quarterly,0.728,12,8
13443,Psychological Bulletin,8.793,12,8
13452,Creativity Research Journal,0.603,12,8
13461,Psychological Methods,4.02,12,8
13466,Psychological Research,1.332,12,8
13467,Psychological Review,4.64,12,8
13524,Discourse and Society,0.921,12,8
13699,Biology and Philosophy,0.713,12,8
13738,International Journal of Audiology,1.017,12,8
13739,International Journal of Language and Communication Disorders,1.057,12,8
13798,"Language, Speech, and Hearing Services in Schools",0.755,12,8
13867,Eye,1.12,12,8
13953,Journal of Urban Design,0.641,12,8
14016,"Psychology and Psychotherapy: Theory, Research and Practice",0.804,12,8
14035,Psychology of Women Quarterly,1.217,12,8
14062,Psychonomic Bulletin and Review,1.75,12,8
14120,European Psychologist,1.005,12,8
14145,Experimental Psychology,0.904,12,8
14183,Aphasiology,0.86,12,8
14234,Cultural Studies,0.692,12,8
14281,Studies in History and Philosophy of Science Part C Studies in History and Philosophy of Biological and Biomedical Sciences,0.622,12,8
14400,European Journal of Communication,1.519,12,8
14775,Scandinavian Journal of Psychology,0.635,12,8
14852,Intelligence,1.633,12,8
14881,Clinical Linguistics and Phonetics,0.662,12,8
14896,International Journal of Psychology,0.772,12,8
14916,Cognitive Neuropsychology,0.936,12,8
14925,Gender and Society,2.434,12,8
14946,Group Processes and Intergroup Relations,1.004,12,8
15122,"Journal of Speech, Language, and Hearing Research",1.001,12,8
15330,Thinking and Reasoning,1.476,12,8
15382,Journal of Applied Behavior Analysis,0.841,12,8
15407,Visual Cognition,0.831,12,8
15410,Journal of Clinical Psychology,1.23,12,8
15481,Journal of Experimental Psychology: Human Perception and Performance,1.543,12,8
15482,Journal of Experimental Psychology: Learning Memory and Cognition,1.826,12,8
15506,Journal of Fluency Disorders,1.073,12,8
15548,European Child and Adolescent Psychiatry,1.578,12,8
15558,New Literary History,0.83,12,8
15564,Journal of Language and Social Psychology,0.679,12,8
15613,Journal of Communication,4.411,12,8
15653,Journal of Marriage and Family,2.08,12,8
15670,Journal of Peasant Studies,3.368,12,8
15962,Journal of Medical Ethics,0.618,12,8
15982,Journal of Medicine and Philosophy,0.672,12,8
16036,Administrative Science Quarterly,10.187,12,8
16110,Kyklos,0.729,12,8
16249,Journal of Behavior Therapy and Experimental Psychiatry,1.42,12,8
16726,Journal of Intellectual Disability Research,0.981,12,8
16750,Journal of Neurolinguistics,0.688,12,8
16861,Laterality,0.583,12,8
16996,Modern China,0.708,12,8
17409,Poetics,1.183,12,8
17530,Social Forces,2.257,12,8
17545,Law and Human Behavior,1.734,12,8
17649,Communication Research,2.171,12,8
17650,Communications,0.703,12,8
17670,Comparative Studies in Society and History,0.585,12,8
17844,Vegetation History and Archaeobotany,1.206,12,8
18011,Neuropsychological Rehabilitation,0.794,12,8
18140,Sociology of Religion,1.037,12,8
18463,Africa,0.582,12,8
18651,Applied Linguistics,2.987,12,8
18654,Applied Psycholinguistics,0.945,12,8
18697,Theory and Society,1.45,12,8
18983,Social Science and Medicine,1.91,12,8
19173,Psychosomatics,0.97,12,8
19391,Social Indicators Research,0.771,12,8
19419,Computers in Human Behavior,1.555,12,8
19553,Journal of Applied Communication Research,0.587,12,8
19936,Communication Theory,2.424,12,8
19977,British Journal for the Philosophy of Science,2.161,12,8
20321,International Journal of Offender Therapy and Comparative Criminology,0.818,12,8
20537,Journal of Behavioral Decision Making,0.982,12,8
20598,English for Specific Purposes,1.165,12,8
20720,Ethnicity and Health,0.854,12,8
20727,Europe-Asia Studies,0.609,12,8
20877,Health Education and Behavior,0.881,12,8
21255,Feminist Economics,1.255,12,8
21447,Journal of English for Academic Purposes,1.382,12,8
21503,Evolution and Human Behavior,1.885,12,8
21557,Environmental Values,0.67,12,8
21617,Nations and Nationalism,0.605,12,8
21754,Annals of the New York Academy of Sciences,2.108,12,8
21908,Journal of School Health,1.086,12,8
21933,Decision Support Systems,1.656,12,8
22086,American Philosophical Quarterly,0.991,12,8
22103,Analysis,1.038,12,8
22208,Australasian Journal of Philosophy,1.241,12,8
22258,Bioethics,0.722,12,8
22308,Philosophy of Science,0.929,12,8
22311,International Journal of the Sociology of Language,0.665,12,8
22370,Public Understanding of Science,1.318,12,8
22374,Twentieth Century British History,1.07,12,8
22430,Journal of Comparative Germanic Linguistics,0.674,12,8
22478,Journal of Memory and Language,1.893,12,8
22481,Journal of Phonetics,1.109,12,8
22497,Journal of Second Language Writing,3.066,12,8
22614,Research in the Teaching of English,1.363,12,8
22634,Holocene,1.202,12,8
22717,Business Ethics Quarterly,1.098,12,8
22730,Canadian Journal of Philosophy,0.758,12,8
22738,Philosophy and Public Affairs,2.308,12,8
22764,Bulletin of the American Schools of Oriental Research,0.619,12,8
22810,British Journal of Criminology,1.828,12,8
22845,Radiocarbon,0.959,12,8
22857,Political Geography,1.77,12,8
22861,Political Psychology,2.26,12,8
22899,Journal of Consumer Research,5.856,12,8
23078,Language,1.101,12,8
23083,Language and Communication,0.66,12,8
23108,Language and Speech,0.739,12,8
23144,Language in Society,1.466,12,8
23145,Language Learning,1.619,12,8
23167,Language Teaching Research,2.428,12,8
23168,Language Testing,0.938,12,8
23256,System,1.177,12,8
23429,Assessing Writing,0.776,12,8
23571,Science,14.142,12,8
23574,Public Opinion Quarterly,2.145,12,8
23626,Science Education,2.24,12,8
23638,"Gender, Place, and Culture",1.096,12,8
