Sourceid,Title,SJR,field,octile
12006,Journal of Vocational Behavior,1.688,32,8
12010,Annual Review of Psychology,12.027,32,8
12057,Media Psychology,2.108,32,8
12107,Behavior Therapy,1.686,32,8
12127,Behaviour Research and Therapy,2.619,32,8
12145,Biological Psychology,1.602,32,8
12711,Multivariate Behavioral Research,2.401,32,8
12773,British Journal of Mathematical and Statistical Psychology,3.074,32,8
12775,British Journal of Psychology,1.615,32,8
12808,Journal of Educational Psychology,2.93,32,8
12811,Personality and Social Psychology Bulletin,1.999,32,8
12812,Personality and Social Psychology Review,6.495,32,8
12817,Personnel Psychology,4.733,32,8
12841,Clinical Child and Family Psychology Review,2.086,32,8
12844,Clinical Psychology: Science and Practice,1.757,32,8
12854,Clinical Psychology Review,5.226,32,8
12857,Cognition,2.455,32,8
12872,Cognitive Psychology,2.733,32,8
12882,Contemporary Educational Psychology,2.319,32,8
12887,Cognitive Therapy and Research,1.564,32,8
13069,Psycho-Oncology,1.667,32,8
13124,"Trauma, Violence and Abuse",1.825,32,8
13268,Scientific Studies of Reading,2.396,32,8
13357,Journal of the Learning Sciences,1.811,32,8
13442,Psychological Assessment,1.962,32,8
13443,Psychological Bulletin,8.793,32,8
13455,Learning and Instruction,3.432,32,8
13456,Psychological Inquiry,4.643,32,8
13461,Psychological Methods,4.02,32,8
13467,Psychological Review,4.64,32,8
13468,Psychological Science,4.128,32,8
13477,Current Directions in Psychological Science,3.805,32,8
13487,Depression and Anxiety,2.934,32,8
13491,Development and Psychopathology,2.068,32,8
13500,Developmental Psychology,2.066,32,8
13502,Developmental Review,2.8,32,8
13503,Developmental Science,2.65,32,8
13563,Educational and Psychological Measurement,1.588,32,8
13564,Educational Psychologist,3.887,32,8
13969,"Psychological Science in the Public Interest, Supplement",6.993,32,8
14061,Psychometrika,2.374,32,8
14062,Psychonomic Bulletin and Review,1.75,32,8
14075,Emotion,2.151,32,8
14077,Psychotherapy,1.631,32,8
14080,Psychotherapy Research,1.617,32,8
14105,European Journal of Personality,2.512,32,8
14254,Autism,1.739,32,8
14277,Health Psychology,1.775,32,8
14278,Educational Psychology Review,2.204,32,8
14772,Human Communication Research,2.146,32,8
14852,Intelligence,1.633,32,8
14945,Cortex,2.322,32,8
15313,Suicide and Life-Threatening Behavior,1.871,32,8
15359,Trends in Cognitive Sciences,7.049,32,8
15369,Journal of Abnormal Child Psychology,1.958,32,8
15370,Journal of Abnormal Psychology,2.864,32,8
15375,Journal of Anxiety Disorders,2.043,32,8
15388,Journal of Applied Psychology,4.694,32,8
15392,Journal of Business and Psychology,1.735,32,8
15402,Journal of Child Psychology and Psychiatry and Allied Disciplines,3.135,32,8
15406,Journal of Clinical Child and Adolescent Psychology,2.51,32,8
15422,Work and Stress,1.993,32,8
15439,Journal of Consulting and Clinical Psychology,2.757,32,8
15452,Journal of Counseling Psychology,1.59,32,8
15470,Journal of Environmental Psychology,1.853,32,8
15472,Journal of Experimental Child Psychology,1.835,32,8
15478,Journal of Experimental Psychology: General,3.254,32,8
15482,Journal of Experimental Psychology: Learning Memory and Cognition,1.826,32,8
15499,Journal of Experimental Social Psychology,2.068,32,8
15548,European Child and Adolescent Psychiatry,1.578,32,8
15645,Journal of Health and Social Behavior,1.949,32,8
16055,Reading Research Quarterly,1.672,32,8
16245,Journal of Affective Disorders,2.053,32,8
16246,Journal of Alzheimer's Disease,1.635,32,8
17282,Learning and Memory,1.984,32,8
17467,Neurobiology of Learning and Memory,1.945,32,8
17545,Law and Human Behavior,1.734,32,8
17643,Journal of the American Academy of Child and Adolescent Psychiatry,2.991,32,8
18009,Neuropsychologia,1.683,32,8
18014,Neuropsychology Review,3.574,32,8
18045,Neuroscience and Biobehavioral Reviews,4.22,32,8
18742,Psychological Medicine,3.274,32,8
18747,Psychophysiology,1.616,32,8
19172,Psychosomatic Medicine,2.001,32,8
19181,Psychotherapy and Psychosomatics,3.962,32,8
19419,Computers in Human Behavior,1.555,32,8
19841,Social Psychiatry and Psychiatric Epidemiology,1.605,32,8
20153,AIDS and Behavior,1.792,32,8
20385,Journal of Research in Crime and Delinquency,2.758,32,8
21149,Leadership Quarterly,3.13,32,8
21503,Evolution and Human Behavior,1.885,32,8
21933,Decision Support Systems,1.656,32,8
22111,Journal of Autism and Developmental Disorders,1.81,32,8
22326,Organizational Behavior and Human Decision Processes,1.989,32,8
22340,Research on Language and Social Interaction,1.744,32,8
22478,Journal of Memory and Language,1.893,32,8
22810,British Journal of Criminology,1.828,32,8
22861,Political Psychology,2.26,32,8
24451,Child Abuse and Neglect,1.681,32,8
24456,Child Development,2.978,32,8
24719,Human Resource Management Review,1.675,32,8
25680,Journal of Youth and Adolescence,1.649,32,8
25733,Journal of Criminal Justice,1.884,32,8
25987,Social Networks,2.147,32,8
28094,"Accounting, Organizations and Society",1.771,32,8
28181,Journal of Consumer Psychology,3.048,32,8
29282,Journal of Occupational Health Psychology,2.817,32,8
29492,American Psychologist,1.594,32,8
29561,Journals of Gerontology - Series B Psychological Sciences and Social Sciences,1.625,32,8
29802,Psychology and Aging,1.661,32,8
30017,Journal of Occupational and Organizational Psychology,2.181,32,8
30020,Journal of Organizational Behavior,3.154,32,8
30022,Journal of Personality,1.846,32,8
30039,Journal of Personality and Social Psychology,4.302,32,8
30073,Journal of Research in Personality,1.787,32,8
77191,Early Childhood Research Quarterly,1.814,32,8
130087,Annual Review of Applied Linguistics,3.223,32,8
146223,Behavior Research Methods,2.099,32,8
7000153204,Social Cognitive and Affective Neuroscience,2.078,32,8
13900154713,Child Development Perspectives,2.471,32,8
18300156710,European Review of Social Psychology,3.087,32,8
19400158464,Health Psychology Review,3.488,32,8
19400158483,Social Issues and Policy Review,2.748,32,8
19700175166,Frontiers in Behavioral Neuroscience,1.749,32,8
19700182323,Perspectives on Psychological Science,5.26,32,8
19700182728,"Personality Disorders: Theory, Research, and Treatment",2.14,32,8
19900192137,Social and Personality Psychology Compass,1.72,32,8
19900193555,Social Psychological and Personality Science,1.742,32,8
21100239646,Journal of Problem Solving,2.784,32,8
21100244230,Alcohol research : current reviews,2.491,32,8
21100274406,Clinical Psychological Science,3.281,32,8
12001,Journal of the Experimental Analysis of Behavior,1.167,32,7
12004,Journal of Trauma and Dissociation,1.327,32,7
12005,Journal of Traumatic Stress,1.344,32,7
12028,Applied Psychological Measurement,1.17,32,7
12029,Applied Psychology,1.406,32,7
12058,Assessment,1.519,32,7
12061,Memory and Cognition,1.379,32,7
12070,Attachment and Human Development,1.383,32,7
12159,Body Image,1.378,32,7
12163,Brain and Cognition,1.308,32,7
12164,Brain and Language,1.472,32,7
12710,Motivation and Emotion,1.136,32,7
12738,Child Neuropsychology,1.05,32,7
12767,British Journal of Clinical Psychology,1.456,32,7
12770,British Journal of Educational Psychology,1.553,32,7
12772,British Journal of Health Psychology,1.078,32,7
12776,British Journal of Social Psychology,1.189,32,7
12807,Personality and Individual Differences,1.181,32,7
12858,Cognition and Emotion,1.314,32,7
12859,Cognition and Instruction,1.143,32,7
12867,Cognitive and Behavioral Practice,1.245,32,7
12868,Cognitive Behaviour Therapy,1.496,32,7
12869,Cognitive Development,1.114,32,7
12874,Cognitive Science,1.423,32,7
13194,Career Development Quarterly,1.056,32,7
13401,Consciousness and Cognition,1.238,32,7
13466,Psychological Research,1.332,32,7
14012,Psychology and Health,1.046,32,7
14014,Psychology and Marketing,1.261,32,7
14031,Psychology of Men and Masculinity,1.059,32,7
14033,Psychology of Sport and Exercise,1.282,32,7
14035,Psychology of Women Quarterly,1.217,32,7
14045,"Psychology, Public Policy, and Law",1.431,32,7
14097,European Eating Disorders Review,1.265,32,7
14117,European Journal of Social Psychology,1.337,32,7
14152,Family Process,1.075,32,7
14539,Developmental Psychobiology,1.394,32,7
14698,Review of General Psychology,1.25,32,7
14704,Technological Forecasting and Social Change,1.38,32,7
14776,School Psychology Quarterly,1.28,32,7
14799,Sexual Abuse: Journal of Research and Treatment,1.314,32,7
14823,Social Cognition,1.16,32,7
14871,International Journal of Behavioral Development,1.188,32,7
14872,Child Psychiatry and Human Development,1.073,32,7
14893,International Journal of Psychoanalysis,1.106,32,7
14902,International Journal of Psychophysiology,1.157,32,7
14921,Comprehensive Psychiatry,1.081,32,7
15330,Thinking and Reasoning,1.476,32,7
15385,Journal of Applied Developmental Psychology,1.339,32,7
15410,Journal of Clinical Psychology,1.23,32,7
15413,Journal of Cognition and Development,1.427,32,7
15476,Journal of Experimental Psychology: Applied,1.102,32,7
15481,Journal of Experimental Psychology: Human Perception and Performance,1.543,32,7
15503,Journal of Family Psychology,1.325,32,7
15506,Journal of Fluency Disorders,1.073,32,7
16188,Journal of the International Neuropsychological Society,1.408,32,7
16200,International Psychogeriatrics,1.048,32,7
16249,Journal of Behavior Therapy and Experimental Psychiatry,1.42,32,7
16664,Journal of Behavioral Medicine,1.171,32,7
16817,Journal of Psychosomatic Research,1.344,32,7
16925,American Journal of Community Psychology,1.329,32,7
17508,Social Development,1.387,32,7
17562,Social Psychology Quarterly,1.537,32,7
17639,Alzheimer Disease and Associated Disorders,1.157,32,7
18013,Neuropsychology,1.472,32,7
19560,Stress: the International Journal on Biology of Stress,1.26,32,7
19664,Criminal Justice and Behavior,1.426,32,7
20374,Journal of Interpersonal Violence,1.264,32,7
20897,Transportation Research Part F: Traffic Psychology and Behaviour,1.462,32,7
21321,AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV,1.189,32,7
21368,Instructional Science,1.345,32,7
22055,Exceptional Children,1.532,32,7
22281,Reading and Writing,1.372,32,7
22370,Public Understanding of Science,1.318,32,7
23842,Journal of Classification,1.291,32,7
24007,Physiology and Behavior,1.088,32,7
24469,Child Maltreatment,1.22,32,7
24718,Human Resource Management,1.313,32,7
24763,Addictive Behaviors,1.29,32,7
25175,Infancy,1.255,32,7
25334,Journal of Substance Abuse Treatment,1.311,32,7
25372,Psychology of Addictive Behaviors,1.267,32,7
25678,Journal of Research on Adolescence,1.171,32,7
27473,Annals of Behavioral Medicine,1.423,32,7
27562,Archives of Sexual Behavior,1.493,32,7
28831,Public Culture,1.193,32,7
29412,Group and Organization Management,1.245,32,7
29424,Acta Psychologica,1.331,32,7
29451,Aggression and Violent Behavior,1.238,32,7
29452,Aggressive Behavior,1.291,32,7
29520,Animal Cognition,1.389,32,7
29755,Human Factors,1.37,32,7
29994,Appetite,1.441,32,7
30021,Journal of Pediatric Psychology,1.485,32,7
30042,Journal of Personality Assessment,1.264,32,7
30045,Journal of Personality Disorders,1.311,32,7
30047,Journal of Positive Behavior Interventions,1.366,32,7
30065,Journal of Psychopathology and Behavioral Assessment,1.148,32,7
30074,Journal of School Psychology,1.523,32,7
30084,Journal of Sex Research,1.4,32,7
30091,Journal of Sport and Exercise Psychology,1.117,32,7
66374,Journal of Educational Measurement,1.229,32,7
144977,Homicide Studies,1.211,32,7
3900148209,International Journal of Clinical and Health Psychology,1.345,32,7
4000149409,Quarterly Journal of Experimental Psychology,1.374,32,7
4700152304,European Journal of Work and Organizational Psychology,1.39,32,7
5600152890,Body and Society,1.531,32,7
5700164300,Youth Violence and Juvenile Justice,1.148,32,7
5800179612,Social Neuroscience,1.392,32,7
5800207373,Journal of Positive Psychology,1.226,32,7
12100156129,Learning Disabilities Research and Practice,1.099,32,7
15500154703,Evolutionary Psychology,1.131,32,7
17500155105,Emotion Review,1.436,32,7
17500155120,Journal of Neuropsychology,1.319,32,7
17500155125,"Emotion, Space and Society",1.292,32,7
17500155152,American Journal on Intellectual and Developmental Disabilities,1.089,32,7
18200156707,"Psychological Trauma: Theory, Research, Practice, and Policy",1.048,32,7
19400157006,Judgment and Decision Making,1.409,32,7
19500156812,"Psychology of Aesthetics, Creativity, and the Arts",1.272,32,7
19600166326,Mindfulness,1.132,32,7
19700175164,Frontiers in Human Neuroscience,1.471,32,7
19700176047,"Cyberpsychology, Behavior, and Social Networking",1.298,32,7
19700186336,Psychology of Violence,1.427,32,7
19700188900,Social Psychology,1.126,32,7
19900191715,Wiley Interdisciplinary Reviews: Cognitive Science,1.509,32,7
20300195073,Journal of Applied Research in Memory and Cognition,1.303,32,7
21100199546,Translational Behavioral Medicine,1.156,32,7
21100200437,Applied Psychology: Health and Well-Being,1.161,32,7
21100216571,Frontiers in Psychology,1.043,32,7
21100373947,Journal of Behavioral Addictions,1.101,32,7
12020,"Anxiety, Stress and Coping",0.894,32,6
12024,Applied Cognitive Psychology,0.884,32,6
12042,Legal and Criminological Psychology,0.863,32,6
12053,Archives of Suicide Research,1.003,32,6
12059,Memory,0.925,32,6
12088,Basic and Applied Social Psychology,1.002,32,6
12102,Behavior Modification,0.877,32,6
12111,Behavioral Medicine,0.783,32,6
12128,Behavioural and Cognitive Psychotherapy,0.976,32,6
12736,Journal of Clinical and Experimental Neuropsychology,0.842,32,6
12737,"Aging, Neuropsychology, and Cognition",0.93,32,6
12768,British Journal of Developmental Psychology,0.964,32,6
12769,Journal of Behavioral Education,0.862,32,6
12834,Journal of Research in Reading,1.017,32,6
12852,Clinical Psychology and Psychotherapy,0.959,32,6
13339,Professional Psychology: Research and Practice,0.885,32,6
13453,Learning and Individual Differences,0.979,32,6
13523,Early Education and Development,0.92,32,6
13545,Eating Behaviors,0.898,32,6
14016,"Psychology and Psychotherapy: Theory, Research and Practice",0.804,32,6
14017,Human Development,0.863,32,6
14027,"Psychology, Crime and Law",0.792,32,6
14120,European Psychologist,1.005,32,6
14145,Experimental Psychology,0.904,32,6
14183,Aphasiology,0.86,32,6
14230,Cultural Diversity and Ethnic Minority Psychology,0.924,32,6
14246,Group Dynamics,0.84,32,6
14271,Educational Psychology,0.892,32,6
14287,Behavioural Neurology,0.786,32,6
14293,Deviant Behavior,0.815,32,6
14368,British Journal of Psychotherapy,0.78,32,6
14561,"Child: Care, Health and Development",0.83,32,6
14761,International Journal of Stress Management,0.879,32,6
14779,School Psychology Review,0.874,32,6
14788,Human Performance,0.789,32,6
14798,Sex Roles,0.789,32,6
14820,Infant and Child Development,0.884,32,6
14830,Infant Behavior and Development,0.784,32,6
14873,International Journal of Behavioral Medicine,0.859,32,6
14916,Cognitive Neuropsychology,0.936,32,6
14946,Group Processes and Intergroup Relations,1.004,32,6
15031,Infant Mental Health Journal,0.902,32,6
15104,Journal of Developmental and Behavioral Pediatrics,1.03,32,6
15382,Journal of Applied Behavior Analysis,0.841,32,6
15390,Journal of Applied Social Psychology,0.857,32,6
15398,Journal of Career Assessment,0.914,32,6
15399,Journal of Child and Family Studies,0.784,32,6
15407,Visual Cognition,0.831,32,6
15431,Journal of Comparative Psychology,0.925,32,6
15453,Journal of Cross-Cultural Psychology,1.018,32,6
15536,Journal of Health Psychology,0.91,32,6
15567,Journal of Marital and Family Therapy,0.87,32,6
15568,Journal of Mathematical Psychology,1.019,32,6
16247,Journal of Applied Research in Intellectual Disabilities,0.917,32,6
16248,Journal of Attention Disorders,0.905,32,6
16907,Research on Social Work Practice,0.883,32,6
18001,Neuropsychobiology,0.86,32,6
18011,Neuropsychological Rehabilitation,0.794,32,6
18654,Applied Psycholinguistics,0.945,32,6
19173,Psychosomatics,0.97,32,6
19227,Research in Developmental Disabilities,0.898,32,6
19870,Journal of Applied Sport Psychology,0.89,32,6
20321,International Journal of Offender Therapy and Comparative Criminology,0.818,32,6
20537,Journal of Behavioral Decision Making,0.982,32,6
20654,Journal of Managerial Psychology,0.941,32,6
21448,Journal of Experimental Education,1.034,32,6
22915,Journal of Economic Psychology,0.918,32,6
23940,Journal of Mathematical Behavior,0.97,32,6
24470,Childhood,0.894,32,6
24482,Children and Youth Services Review,0.813,32,6
24733,American Behavioral Scientist,0.982,32,6
24842,International Journal of Selection and Assessment,0.927,32,6
25229,American Journal of Drug and Alcohol Abuse,0.89,32,6
25231,American Journal on Addictions,0.987,32,6
25655,Journal of Adolescence,1.01,32,6
25675,Journal of Early Adolescence,0.855,32,6
25677,Journal of Child Language,1.035,32,6
27618,American Journal of Health Behavior,0.801,32,6
27628,Journal of Psychosomatic Obstetrics and Gynaecology,0.879,32,6
28811,Journal of health care chaplaincy,0.781,32,6
28874,European Journal of Psychology of Education,0.79,32,6
28902,Family Relations,0.851,32,6
29471,American Journal of Orthopsychiatry,0.909,32,6
29826,Research on Aging,0.877,32,6
30016,Journal of Nonverbal Behavior,0.92,32,6
30075,Journal of Sex and Marital Therapy,0.854,32,6
30085,Journal of Social and Clinical Psychology,0.849,32,6
30086,Journal of Social and Personal Relationships,0.848,32,6
78905,Research and Practice for Persons with Severe Disabilities,0.933,32,6
96959,Journal of the American Psychoanalytic Association,0.959,32,6
130178,Cognitive Linguistics,1.032,32,6
145172,Behavioral Sleep Medicine,1.016,32,6
145597,ELT Journal,0.942,32,6
147229,Discourse Studies,0.912,32,6
5300152209,Psychological Services,0.788,32,6
5700161512,Journal of Consumer Culture,0.992,32,6
5700177956,Journal of Family Communication,0.927,32,6
5700181569,Journal of Gambling Studies,0.969,32,6
5700191204,Research in Autism Spectrum Disorders,0.844,32,6
5800179627,Self and Identity,0.889,32,6
11300153602,Parenting,0.834,32,6
12000154319,Mental Health and Physical Activity,0.864,32,6
17500155126,"Attention, Perception & Psychophysics",0.992,32,6
17500155127,Sleep Medicine Clinics,0.783,32,6
