Sourceid,Title,SJR,field,octile
12857,Cognition,2.455,28,8
12977,PLoS Biology,4.941,28,8
13503,Developmental Science,2.65,28,8
13903,Cellular and Molecular Life Sciences,3.388,28,8
13923,Hippocampus,2.55,28,8
14179,Annals of Neurology,5.706,28,8
14308,Biological Psychiatry,5.49,28,8
14313,Bipolar Disorders,2.354,28,8
14344,Brain Pathology,2.265,28,8
14855,Cerebral Cortex,3.892,28,8
14945,Cortex,2.322,28,8
14992,Current Opinion in Neurobiology,5.051,28,8
15090,Progress in Retinal and Eye Research,5.751,28,8
15359,Trends in Cognitive Sciences,7.049,28,8
15370,Journal of Abnormal Psychology,2.864,28,8
15440,Dialogues in Clinical Neuroscience,2.313,28,8
15478,Journal of Experimental Psychology: General,3.254,28,8
15510,Epilepsia,2.261,28,8
15686,GLIA,3.318,28,8
16101,Human Brain Mapping,2.664,28,8
16667,Journal of Cerebral Blood Flow and Metabolism,2.558,28,8
16764,Journal of Neuroscience,4.466,28,8
16816,Journal of Psychiatry and Neuroscience,2.323,28,8
17382,Molecular Psychiatry,6.281,28,8
17407,Movement Disorders,3.184,28,8
17435,EMBO Journal,7.058,28,8
17436,Nature Neuroscience,15.207,28,8
17437,Nature Reviews Neuroscience,17.11,28,8
17466,Neurobiology of Disease,2.674,28,8
17495,NeuroImage,3.679,28,8
17552,Acta Neuropathologica,7.589,28,8
17978,Neuron,10.654,28,8
18045,Neuroscience and Biobehavioral Reviews,4.22,28,8
18059,Neuroscientist,3.065,28,8
18148,Pain,2.671,28,8
18745,Psychoneuroendocrinology,2.353,28,8
19837,Sleep Medicine Reviews,3.376,28,8
19939,Trends in Neurosciences,6.559,28,8
20618,Stroke,3.529,28,8
20695,"Brain, Behavior, and Immunity",2.78,28,8
23985,Neurobiology of Aging,2.523,28,8
24025,Progress in Neurobiology,5.69,28,8
24804,Neural Networks,2.359,28,8
26111,Frontiers in Neuroendocrinology,3.442,28,8
28475,Ageing Research Reviews,3.671,28,8
33648,Neurorehabilitation and Neural Repair,2.265,28,8
50032,Journal of Neuroinflammation,2.336,28,8
3600148102,Alzheimer's and Dementia,4.66,28,8
4000151810,PLoS Computational Biology,3.097,28,8
5700191214,Molecular Neurodegeneration,3.418,28,8
11700154204,Brain Stimulation,2.753,28,8
17700156408,Nature Reviews Neurology,5.507,28,8
19400157151,DMM Disease Models and Mechanisms,2.427,28,8
19700174935,Alzheimer's Research and Therapy,2.449,28,8
19700175163,Frontiers in Cellular Neuroscience,2.298,28,8
19700175167,Frontiers in Neuroinformatics,2.45,28,8
19700177555,Molecular Autism,2.377,28,8
19700187601,Developmental Cognitive Neuroscience,2.718,28,8
19700201211,Cell Death and Disease,2.536,28,8
19900191866,Translational Psychiatry,2.495,28,8
21100242814,eLife,7.121,28,8
21100367530,Acta Neuropathologica Communications,2.683,28,8
12145,Biological Psychology,1.602,28,7
12866,"Cognitive, Affective and Behavioral Neuroscience",1.768,28,7
13736,British Journal of Ophthalmology,2.173,28,7
13844,Documenta Ophthalmologica,1.744,28,7
13945,Investigative Ophthalmology and Visual Science,2.058,28,7
14160,Molecular Neurobiology,1.614,28,7
14478,Journal of Cataract and Refractive Surgery,1.799,28,7
14853,Cerebellum,1.705,28,7
14993,Current Opinion in Neurology,1.929,28,7
15549,European Journal of Neurology,1.65,28,7
15550,European Journal of Neuroscience,1.757,28,7
15576,European Neuropsychopharmacology,1.911,28,7
15598,Experimental Neurology,2.157,28,7
15987,Journal of Pain,2.166,28,7
16246,Journal of Alzheimer's Disease,1.635,28,7
16688,Journal of Cognitive Neuroscience,2.256,28,7
16689,Journal of Comparative Neurology,2.207,28,7
16751,Journal of Neurology,1.626,28,7
16761,Journal of Neuropathology and Experimental Neurology,1.818,28,7
16812,Journal of Psychiatric Research,2.126,28,7
17282,Learning and Memory,1.984,28,7
17379,Molecular and Cellular Neurosciences,1.661,28,7
17408,Multiple Sclerosis,1.668,28,7
17467,Neurobiology of Learning and Memory,1.945,28,7
17620,Journal of Neurochemistry,1.978,28,7
17990,Neuropathology and Applied Neurobiology,2.236,28,7
18009,Neuropsychologia,1.683,28,7
18042,Neuroscience,1.602,28,7
18572,Parkinsonism and Related Disorders,1.753,28,7
18992,Neurogenetics,1.593,28,7
19355,Schizophrenia Research,2.192,28,7
20435,Neuropharmacology,2.043,28,7
21754,Annals of the New York Academy of Sciences,2.108,28,7
21767,Progress in Neuro-Psychopharmacology and Biological Psychiatry,1.714,28,7
22138,"Genes, Brain and Behavior",1.776,28,7
23475,Journal of Neurophysiology,1.65,28,7
23987,Neuroinformatics,1.586,28,7
25337,Neurogastroenterology and Motility,2.095,28,7
26133,Hormones and Behavior,1.638,28,7
4200151402,International Journal of Stroke,1.966,28,7
6000195389,Developmental Neurobiology,1.661,28,7
6600153204,Brain Structure and Function,2.034,28,7
7000153204,Social Cognitive and Affective Neuroscience,2.078,28,7
7000153261,Neural Development,1.821,28,7
17300154987,Molecular Brain,1.805,28,7
17600155060,Cell Adhesion and Migration,1.903,28,7
19400158590,Journal of Neurodevelopmental Disorders,1.71,28,7
19400158804,Translational Stroke Research,2.049,28,7
19700175113,Frontiers in Molecular Neuroscience,2.128,28,7
19700175114,Frontiers in Integrative Neuroscience,1.705,28,7
19700175115,Frontiers in Systems Neuroscience,2.207,28,7
19700175116,Frontiers in Neuroanatomy,1.999,28,7
19700175165,Frontiers in Neural Circuits,2.175,28,7
19700175166,Frontiers in Behavioral Neuroscience,1.749,28,7
19900193571,Fluids and Barriers of the CNS,2.054,28,7
21100199802,Frontiers in Synaptic Neuroscience,2.14,28,7
21100199812,Frontiers in Neuroscience,1.769,28,7
21100199831,Frontiers in Aging Neuroscience,1.638,28,7
21100206244,Open Biology,2.082,28,7
21100222534,NeuroImage: Clinical,2.153,28,7
21100256102,Translational Neurodegeneration,1.901,28,7
21100299401,Brain Connectivity,1.661,28,7
12122,Behavioral Neuroscience,1.473,28,6
12163,Brain and Cognition,1.308,28,6
12164,Brain and Language,1.472,28,6
12874,Cognitive Science,1.423,28,6
13707,Hearing Research,1.35,28,6
13866,Experimental Eye Research,1.449,28,6
13904,Graefe's Archive for Clinical and Experimental Ophthalmology,1.314,28,6
14285,Behavioural Brain Research,1.413,28,6
14346,Brain Research,1.404,28,6
14347,Brain Research Bulletin,1.398,28,6
14352,Brain Topography,1.365,28,6
14539,Developmental Psychobiology,1.394,28,6
14604,Ophthalmic and Physiological Optics,1.329,28,6
14840,Cellular and Molecular Neurobiology,1.283,28,6
14857,Cerebrovascular Diseases,1.517,28,6
14900,Clinical Neurophysiology,1.561,28,6
14987,Developmental Medicine and Child Neurology,1.335,28,6
14989,Current Neurology and Neuroscience Reports,1.407,28,6
15433,Developmental Neuroscience,1.276,28,6
15481,Journal of Experimental Psychology: Human Perception and Performance,1.543,28,6
15546,European Archives of Psychiatry and Clinical Neuroscience,1.574,28,6
16005,Journal of Sleep Research,1.498,28,6
16188,Journal of the International Neuropsychological Society,1.408,28,6
