Sourceid,Title,SJR,field,octile
12216,Molecular Biology and Evolution,5.475,13,8
12229,Mass Spectrometry Reviews,2.293,13,8
12394,Nature Structural and Molecular Biology,10.873,13,8
12429,Molecular Cancer,2.778,13,8
12430,Molecular Cancer Research,2.428,13,8
12435,Molecular Cancer Therapeutics,2.755,13,8
12455,Molecular Therapy,3.141,13,8
12459,Journal of the National Cancer Institute,5.488,13,8
12461,Journal of the National Cancer Institute. Monographs,2.543,13,8
12464,Nature Reviews Cancer,23.53,13,8
12499,Neuro-Oncology,4.064,13,8
12523,Oncogene,3.235,13,8
12531,Oncologist,2.36,13,8
12611,Drug Resistance Updates,3.986,13,8
12977,PLoS Biology,4.941,13,8
13041,"Plant, Cell and Environment",2.671,13,8
13096,BMC Biology,3.842,13,8
13174,BioEssays,2.725,13,8
13602,Philosophical Transactions of the Royal Society B: Biological Sciences,3.306,13,8
13900,Cell Research,6.839,13,8
13903,Cellular and Molecular Life Sciences,3.388,13,8
14129,Methods,2.333,13,8
14150,Molecular and Cellular Biology,3.174,13,8
14151,Molecular and Cellular Proteomics,3.453,13,8
14204,Nucleic Acids Research,9.025,13,8
14272,Stem Cells,2.796,13,8
14274,Structure,3.554,13,8
14305,Systematic Biology,5.384,13,8
14531,Development (Cambridge),4.698,13,8
14816,Trends in Biochemical Sciences,9.934,13,8
14913,Quarterly Reviews of Biophysics,3.282,13,8
15048,FASEB Journal,2.438,13,8
15437,Biosensors and Bioelectronics,2.373,13,8
15461,Biotechnology Advances,3.006,13,8
15537,Current Biology,4.296,13,8
15579,Current Opinion in Biotechnology,3.202,13,8
15819,Nature Medicine,17.067,13,8
15983,Journal of Molecular Diagnostics,2.523,13,8
16115,Nature Biotechnology,18.252,13,8
16146,Trends in Biotechnology,3.524,13,8
16339,Metabolic Engineering,3.337,13,8
16592,Plant Biotechnology Journal,2.891,13,8
16594,Plant Cell,5.597,13,8
16612,Plant Journal,3.582,13,8
16615,Plant Physiology,3.69,13,8
16791,Biochimica et Biophysica Acta - Bioenergetics,2.336,13,8
16795,Journal of Pineal Research,3.945,13,8
16801,Annual Review of Biochemistry,18.513,13,8
16831,Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,2.583,13,8
17191,International Journal of Radiation Oncology Biology Physics,2.485,13,8
17219,Matrix Biology,3.178,13,8
17378,Critical Reviews in Biochemistry and Molecular Biology,4.977,13,8
17382,Molecular Psychiatry,6.281,13,8
17399,Current Opinion in Chemical Biology,3.976,13,8
17400,Current Opinion in Structural Biology,5.382,13,8
17421,Cytokine and Growth Factor Reviews,3.006,13,8
17425,DNA Repair,3.181,13,8
17426,DNA Research,2.866,13,8
17435,EMBO Journal,7.058,13,8
17476,Experimental and Molecular Medicine,2.339,13,8
17592,Journal of Biological Chemistry,2.672,13,8
17617,Journal of Lipid Research,2.581,13,8
17618,Journal of Molecular Biology,3.393,13,8
17945,Bioinformatics,6.14,13,8
17956,Briefings in Bioinformatics,2.505,13,8
18391,Aging Cell,3.937,13,8
18408,Biochimica et Biophysica Acta - Molecular Cell Research,2.536,13,8
18434,Cell,25.137,13,8
18457,Cell Death and Differentiation,4.356,13,8
18503,Current Opinion in Cell Biology,7.202,13,8
18525,Developmental Cell,6.558,13,8
18555,Journal of Cell Biology,6.479,13,8
18556,Journal of Cell Science,2.939,13,8
18605,Molecular Biology of the Cell,2.935,13,8
18606,Molecular Cell,13.841,13,8
18745,Psychoneuroendocrinology,2.353,13,8
18945,Journal of Medical Genetics,3.304,13,8
18990,Nature Genetics,22.243,13,8
18991,Nature Reviews Genetics,34.896,13,8
19014,Nature Cell Biology,14.07,13,8
19017,RNA,3.219,13,8
19019,Plant and Cell Physiology,2.336,13,8
19040,Seminars in Cell and Developmental Biology,3.796,13,8
19049,Trends in Genetics,7.5,13,8
19065,Traffic,2.953,13,8
19066,Trends in Cell Biology,12.596,13,8
19084,Molecular Aspects of Medicine,2.819,13,8
19136,Annals of the Rheumatic Diseases,7.699,13,8
19210,Journal of Experimental Botany,2.822,13,8
19907,Medicinal Research Reviews,2.895,13,8
19908,New Phytologist,3.787,13,8
20205,Trends in Molecular Medicine,4.876,13,8
20278,Microbiology and Molecular Biology Reviews,7.524,13,8
20297,Molecular Ecology,3.283,13,8
20298,Molecular Microbiology,2.384,13,8
20315,Nature Reviews Molecular Cell Biology,32.714,13,8
21191,Pharmacological Reviews,9.472,13,8
21677,American Journal of Human Genetics,7.45,13,8
21706,Annual Review of Genetics,8.895,13,8
21722,Biochimica et Biophysica Acta - Molecular Basis of Disease,2.496,13,8
21752,Chromosoma,2.678,13,8
22080,Current Opinion in Genetics and Development,4.754,13,8
22088,EMBO Reports,4.724,13,8
22104,Evolution; international journal of organic evolution,2.391,13,8
22126,Genes and Development,10.214,13,8
22173,Genetics,3.484,13,8
22214,Genome Research,12.367,13,8
22245,Human Genetics,2.74,13,8
22266,Human Molecular Genetics,3.555,13,8
22267,Human Mutation,3.246,13,8
22475,Trends in Food Science and Technology,2.344,13,8
22488,Basic Research in Cardiology,2.468,13,8
22570,Cardiovascular Research,3.002,13,8
22680,Journal of the American Chemical Society,8.127,13,8
23041,Journal of Medicinal Chemistry,2.567,13,8
23063,Circulation Research,6.813,13,8
23460,Journal of General Physiology,2.623,13,8
23882,Journal of Molecular and Cellular Cardiology,2.559,13,8
23985,Neurobiology of Aging,2.523,13,8
24004,Physiological Reviews,16.184,13,8
24006,Physiology,2.49,13,8
24046,Seminars in Cancer Biology,4.175,13,8
24085,Progress in Nuclear Magnetic Resonance Spectroscopy,2.696,13,8
24868,Journal of Investigative Dermatology,2.282,13,8
25454,Blood,6.434,13,8
25527,"Diabetes, Obesity and Metabolism",2.842,13,8
26015,Leukemia,5.131,13,8
26038,Endocrine Reviews,6.402,13,8
26159,Journal of Clinical Endocrinology and Metabolism,2.941,13,8
26203,Metabolism: Clinical and Experimental,2.285,13,8
26371,Natural Product Reports,3.918,13,8
26396,Organic Letters,2.853,13,8
26463,Progress in Lipid Research,3.814,13,8
26727,Thyroid,3.075,13,8
26746,Trends in Endocrinology and Metabolism,5.163,13,8
26786,Clinical Chemistry,2.281,13,8
26953,Journal of Membrane Science,2.4,13,8
27498,Annual Review of Medicine,6.79,13,8
27514,Antioxidants and Redox Signaling,2.607,13,8
28200,Biomaterials,3.111,13,8
28475,Ageing Research Reviews,3.671,13,8
28764,Breast Cancer Research,3.026,13,8
28770,British Journal of Cancer,2.89,13,8
28785,Cancer,3.455,13,8
28787,Cancer and Metastasis Reviews,2.402,13,8
29093,Cancer Cell,12.7,13,8
29160,Cancer Letters,2.35,13,8
29183,Cancer Research,4.26,13,8
29263,Clinical Cancer Research,4.929,13,8
29559,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,2.916,13,8
29659,Journal of Structural Biology,3.948,13,8
29761,European Journal of Cancer,2.963,13,8
29873,International Journal of Cancer,3.152,13,8
29949,Journal of Clinical Oncology,10.683,13,8
40944,Genome Biology,12.74,13,8
80280,Biochimica et Biophysica Acta - Reviews on Cancer,3.859,13,8
89440,"Genomics, Proteomics and Bioinformatics",2.555,13,8
120008,Annual Review of Physiology,9.454,13,8
130023,RNA Biology,2.613,13,8
130030,Proceedings of the Royal Society B: Biological Sciences,2.826,13,8
144840,PLoS Medicine,5.914,13,8
146172,Cell Metabolism,11.259,13,8
3200147828,Small,3.83,13,8
3900148405,Autophagy,4.197,13,8
4000148205,Nature Chemical Biology,8.604,13,8
4000151808,PLoS Genetics,4.829,13,8
4000151809,PLoS Pathogens,4.006,13,8
4000151810,PLoS Computational Biology,3.097,13,8
4700152228,Molecular Systems Biology,8.504,13,8
4700152457,Nano Today,7.191,13,8
5300152227,ACS Chemical Biology,2.57,13,8
5300152732,Cell Host and Microbe,9.146,13,8
5700191214,Molecular Neurodegeneration,3.418,13,8
5800173370,Cell Division,2.445,13,8
5800207366,Nature Protocols,8.85,13,8
5800207508,Molecular Oncology,2.526,13,8
6100153018,Cell Stem Cell,13.569,13,8
9500153903,Biological Reviews,4.9,13,8
10600153354,Current Protocols in Molecular Biology,2.304,13,8
11200153524,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,2.986,13,8
11300153721,Science signaling,3.812,13,8
11600154092,Current Protocols in Bioinformatics,4.594,13,8
11700154204,Brain Stimulation,2.753,13,8
11700154306,Molecular Ecology Resources,3.355,13,8
12000154482,Annual Review of Biophysics,8.79,13,8
17600155011,Molecular Plant,3.562,13,8
17700156440,Nature Reviews Endocrinology,5.462,13,8
17900156736,Journal of Hematology and Oncology,2.292,13,8
19400157151,DMM Disease Models and Mechanisms,2.427,13,8
19400157205,Evolutionary Applications,2.676,13,8
19600166306,Circulation. Cardiovascular genetics,2.661,13,8
19600166310,EMBO Molecular Medicine,5.44,13,8
19600166320,Protein & Cell,2.286,13,8
19600166321,Journal of Molecular Cell Biology,3.043,13,8
19700173006,Clinical Epigenetics,2.435,13,8
19700174932,Epigenetics and Chromatin,3.767,13,8
19700175140,Genome Medicine,4.537,13,8
19700176402,Cold Spring Harbor perspectives in biology,7.471,13,8
19700177555,Molecular Autism,2.377,13,8
19700177557,Mobile DNA,3.783,13,8
19700182013,Genome Biology and Evolution,2.578,13,8
19700182758,Nature Communications,6.582,13,8
19700188345,Small GTPases,2.997,13,8
19700201211,Cell Death and Disease,2.536,13,8
21100198522,Wiley Interdisciplinary Reviews: RNA,4.22,13,8
21100200203,Wiley Interdisciplinary Reviews: Computational Molecular Science,5.698,13,8
21100201068,Cell Reports,7.552,13,8
21100203113,Comprehensive Physiology,3.067,13,8
21100203714,Skeletal Muscle,2.32,13,8
21100218506,ACS Synthetic Biology,2.625,13,8
21100218543,Molecular Therapy - Nucleic Acids,2.523,13,8
21100224448,Molecular Metabolism,3.997,13,8
21100235802,Cold Spring Harbor perspectives in medicine,2.858,13,8
21100237403,The Lancet Diabetes and Endocrinology,9.705,13,8
21100242814,eLife,7.121,13,8
21100248838,Stem Cell Reports,5.0,13,8
21100264005,Wiley Interdisciplinary Reviews: Developmental Biology,3.615,13,8
21100269013,Nanophotonics,2.916,13,8
21100330722,Annual Review of Animal Biosciences,2.787,13,8
21100368204,Cancer immunology research,4.956,13,8
21100394188,Biomolecules,2.552,13,8
21100466864,Journal for ImmunoTherapy of Cancer,2.798,13,8
21100778827,Nature Methods,19.939,13,8
21100797856,Journal of Extracellular Vesicles,7.973,13,8
12217,Molecules and Cells,1.493,13,7
12391,Lung Cancer,1.75,13,7
12495,Neoplasia,2.133,13,7
12628,Oral Oncology,1.912,13,7
12700,Nucleus,2.084,13,7
12719,Journal of Nutritional Biochemistry,1.678,13,7
13042,Plant Molecular Biology,1.737,13,7
13065,Prostate Cancer and Prostatic Diseases,2.149,13,7
13121,Seminars in Radiation Oncology,2.149,13,7
13239,Molecular Nutrition and Food Research,1.666,13,7
14131,Methods in Enzymology,1.479,13,7
14155,Molecular Genetics and Metabolism,1.642,13,7
14161,Molecular Plant-Microbe Interactions,1.935,13,7
14253,Progress in Histochemistry and Cytochemistry,1.73,13,7
14280,Protein Science,1.652,13,7
14438,Cold Spring Harbor Symposia on Quantitative Biology,2.239,13,7
14536,Developmental Biology,2.087,13,7
14859,Biophysical Journal,1.949,13,7
15095,Free Radical Biology and Medicine,2.178,13,7
15106,Journal of Inherited Metabolic Disease,1.668,13,7
15852,Journal of Cellular and Molecular Medicine,1.647,13,7
15984,Journal of Molecular Medicine,2.177,13,7
16440,Journal of Translational Medicine,1.565,13,7
16620,Plant Science,1.667,13,7
16646,Planta,1.508,13,7
16665,Journal of Biological Rhythms,1.62,13,7
16703,American Journal of Botany,1.499,13,7
16745,Journal of Neuroendocrinology,1.554,13,7
16829,Biochimica et Biophysica Acta - General Subjects,1.671,13,7
16850,Biochemical Journal,2.224,13,7
16855,Biochemical Society Transactions,1.776,13,7
16867,Biochemistry,1.685,13,7
16874,Biochimie,1.554,13,7
16876,Bioconjugate Chemistry,1.801,13,7
16900,Biological Chemistry,1.562,13,7
17025,Pflugers Archiv European Journal of Physiology,1.479,13,7
17379,Molecular and Cellular Neurosciences,1.661,13,7
17481,FEBS Letters,1.991,13,7
17511,Glycobiology,1.493,13,7
17542,International Journal of Biochemistry and Cell Biology,1.492,13,7
17620,Journal of Neurochemistry,1.978,13,7
17625,Journal of Proteome Research,1.818,13,7
17929,BMC Bioinformatics,1.479,13,7
18004,American Journal of Respiratory Cell and Molecular Biology,1.519,13,7
18406,Biochimica et Biophysica Acta - Biomembranes,1.495,13,7
18452,Cell Calcium,2.004,13,7
18455,Cell Cycle,1.695,13,7
18486,Cellular Physiology and Biochemistry,1.561,13,7
18487,Cellular Signalling,1.799,13,7
18517,Cytometry Part A,1.557,13,7
18531,European Journal of Cell Biology,1.77,13,7
