Sourceid,Title,SJR,field,octile
12006,Journal of Vocational Behavior,1.688,14,8
12277,Management Accounting Research,1.426,14,8
12303,Information and Management,1.628,14,8
12396,Journal of Strategic Information Systems,1.707,14,8
12402,MIS Quarterly: Management Information Systems,5.085,14,8
12815,Journal of Information Technology,1.752,14,8
12817,Personnel Psychology,4.733,14,8
12963,Review of Accounting Studies,2.757,14,8
14704,Technological Forecasting and Social Change,1.38,14,8
14726,Technovation,2.007,14,8
14811,Journal of Sustainable Tourism,1.543,14,8
14813,Journal of Travel Research,2.82,14,8
15392,Journal of Business and Psychology,1.735,14,8
15574,Information Systems Research,3.16,14,8
15700,Journal of Management Information Systems,2.489,14,8
15806,International Public Management Journal,2.548,14,8
15821,Journal of Policy Analysis and Management,2.014,14,8
15823,Journal of Public Administration Research and Theory,5.407,14,8
16051,American Review of Public Administration,2.062,14,8
16161,Review of Financial Studies,14.237,14,8
16242,"Journal of Law, Economics, and Organization",1.585,14,8
16547,Tourism Management,3.027,14,8
16922,Labour Economics,1.709,14,8
17167,Public Administration Review,3.023,14,8
17496,Journal of Corporate Finance,1.461,14,8
17500,Journal of Finance,18.318,14,8
17557,"Journal of Money, Credit and Banking",3.002,14,8
18173,Mathematical Finance,2.83,14,8
18961,European Journal of Industrial Relations,1.463,14,8
19088,Governance,3.0,14,8
19165,International Journal of Production Economics,2.401,14,8
19167,Journal of Cleaner Production,1.467,14,8
19169,Journal of Operations Management,5.739,14,8
19250,Work and Occupations,1.651,14,8
19251,"Work, Employment and Society",1.615,14,8
19680,Industrial and Labor Relations Review,1.455,14,8
19691,International Journal of Electronic Commerce,1.96,14,8
19696,International Journal of Project Management,1.463,14,8
19875,Journal of Common Market Studies,1.873,14,8
20037,International Journal of Management Reviews,2.719,14,8
20039,International Journal of Operations and Production Management,2.052,14,8
20143,Business and Society,1.707,14,8
20191,Academy of Management Journal,8.548,14,8
20206,Academy of Management Review,7.88,14,8
20246,Journal of Labor Economics,9.108,14,8
20633,Journal of International Management,1.432,14,8
20635,Journal of Management,6.462,14,8
20650,Journal of Management Studies,3.804,14,8
20662,Entrepreneurship and Regional Development,1.461,14,8
20909,Transportation Research Part E: Logistics and Transportation Review,1.901,14,8
21149,Leadership Quarterly,3.13,14,8
21184,Journal of Quality Technology,1.814,14,8
21203,Long Range Planning,1.711,14,8
21216,MIT Sloan Management Review,1.822,14,8
21307,Management Science,5.356,14,8
21341,California Management Review,2.209,14,8
21463,International Journal of Health Geographics,1.385,14,8
21789,Manufacturing and Service Operations Management,3.968,14,8
21873,Corporate Social Responsibility and Environmental Management,1.706,14,8
21915,Omega,3.521,14,8
21926,Decision Sciences,1.382,14,8
21933,Decision Support Systems,1.656,14,8
22322,Organization,1.976,14,8
22324,Organization Science,5.497,14,8
22326,Organizational Behavior and Human Decision Processes,1.989,14,8
22330,Organizational Research Methods,3.399,14,8
22405,Production and Operations Management,3.379,14,8
22706,International Journal of Forecasting,1.879,14,8
22792,Industrial Marketing Management,1.663,14,8
22833,International Journal of Research in Marketing,2.528,14,8
22899,Journal of Consumer Research,5.856,14,8
22900,Research Policy,3.688,14,8
22928,Journal of Interactive Marketing,3.4,14,8
22944,Journal of International Marketing,1.568,14,8
22951,Journal of Marketing,8.616,14,8
22961,Journal of Marketing Research,7.819,14,8
22972,Journal of Purchasing and Supply Management,2.003,14,8
22990,Journal of Retailing,3.147,14,8
23157,Strategic Management Journal,8.006,14,8
23406,Business Strategy and the Environment,1.881,14,8
23644,Supply Chain Management,1.986,14,8
23714,Marketing Science,7.58,14,8
23860,Journal of Business Venturing,5.212,14,8
23865,Journal of Economic Behavior and Organization,1.583,14,8
24379,Journal of Financial Economics,12.489,14,8
24385,Journal of the Academy of Marketing Science,4.614,14,8
24392,Journal of International Business Studies,5.198,14,8
24719,Human Resource Management Review,1.675,14,8
24772,Knowledge-Based Systems,1.378,14,8
24870,Journal of Human Resources,7.563,14,8
27069,Human Relations,2.2,14,8
27656,International Journal of Production Research,1.432,14,8
27663,Journal of Conflict Resolution,4.037,14,8
27679,Journal of Product Innovation Management,3.043,14,8
28094,"Accounting, Organizations and Society",1.771,14,8
28096,Accounting Review,3.946,14,8
28179,Journal of Advertising,2.251,14,8
28181,Journal of Consumer Psychology,3.048,14,8
28312,Organization Studies,2.018,14,8
28324,Current Issues in Tourism,1.474,14,8
28418,Brookings Papers on Economic Activity,6.851,14,8
28552,International Small Business Journal,1.974,14,8
28561,Auditing,1.71,14,8
28686,International Journal of Hospitality Management,2.027,14,8
29011,Journal of Risk and Uncertainty,1.471,14,8
29104,Small Business Economics,1.937,14,8
